evidence_id,required_kinds,basis
OAS-EV-001,PACKAGE|TEST,VER-002-001 §5
OAS-EV-002,PACKAGE|TEST,VER-002-001 §5
OAS-EV-003,PACKAGE|TEST,VER-002-001 §5
OAS-EV-004,PACKAGE|TEST,VER-002-001 §5
OAS-EV-005,PACKAGE|TEST,VER-002-001 §5
OAS-EV-006,PACKAGE|TEST,VER-002-001 §5
DEC-EV-001,REVIEWER,VER-002-001 §5
DEC-EV-002,REVIEWER,VER-002-001 §5
DEC-EV-003,REVIEWER,VER-002-001 §5
DEC-EV-004,REVIEWER,VER-002-001 §5
DEC-EV-005,REVIEWER,VER-002-001 §5
TEST-EV-001,REVIEWER,VER-002-001 §5
ECO-EV-001,PACKAGE|TEST,VER-002-001 §5
ECO-EV-002,FAULT|RUNTIME,VER-002-001 §5
ECO-EV-003,FAULT|PACKAGE|TEST,VER-002-001 §5
ECO-EV-004,FAULT|PACKAGE|TEST,VER-002-001 §5
ECO-EV-005,FAULT|PACKAGE|TEST,VER-002-001 §5
ECO-EV-006,FAULT|PACKAGE|TEST,VER-002-001 §5
ECO-EV-007,RUNTIME,VER-002-001 §5
ECO-EV-008,FAULT|PACKAGE|RUNTIME|TEST,VER-002-001 §5
ECO-EV-009,FAULT|PACKAGE|RUNTIME|TEST,VER-002-001 §5
ECO-EV-010,FAULT|PACKAGE|RUNTIME|TEST,VER-002-001 §5
ECO-EV-011,FAULT|PACKAGE|RUNTIME|TEST,VER-002-001 §5
IOM-EV-001,PACKAGE|REVIEWER|TEST,VER-002-001 §5
IOM-EV-002,FAULT|PACKAGE|TEST,VER-002-001 §5
IOM-EV-003,FAULT|PACKAGE|RUNTIME|TEST,VER-002-001 §5
IOM-EV-004,FAULT|RUNTIME,VER-002-001 §5
IOM-EV-005,FAULT|RUNTIME,VER-002-001 §5
IOM-EV-006,FAULT|RUNTIME,VER-002-001 §5
IOM-EV-007,FAULT|RUNTIME,VER-002-001 §5
